No,year,month,day,hour,PM2.5_shunyi,PM10_shunyi,TEMP_shunyi,DEWP_shunyi,WSPM_shunyi,PM2.5_guanyan,PM10_guanyan,TEMP_guanyan,DEWP_guanyan,WSPM_guanyan,PM2.5_Percentile_Category_shunyi,PM10_Percentile_Category_shunyi,PM2.5_Percentile_Category_guanyan,PM10_Percentile_Category_guanyan
21024,2015,7,24,23,36.0,50.0,24.3,19.6,0.6,85.0,98.0,25.7,20.7,1.6,Medium,Medium,High,High
21025,2015,7,25,0,46.0,74.0,23.8,20.1,1.7,93.0,94.0,25.1,20.4,1.2,Medium,Medium,High,High
21026,2015,7,25,1,54.0,73.0,23.7,20.6,0.8,86.0,98.0,24.5,20.4,2.4,Medium,Medium,High,High
21027,2015,7,25,2,62.0,66.0,23.1,20.6,1.0,74.0,101.0,23.6,20.7,0.6,High,Medium,High,High
21028,2015,7,25,3,72.0,77.0,22.9,20.1,1.3,80.0,81.0,23.0,20.5,0.7,High,Medium,High,Medium
21029,2015,7,25,4,57.0,57.0,22.6,19.9,1.3,56.0,74.0,22.4,20.9,0.7,Medium,Medium,Medium,Medium
21030,2015,7,25,5,42.0,42.0,22.5,19.5,1.8,69.0,84.0,22.1,20.7,1.0,Medium,Medium,High,Medium
21031,2015,7,25,6,38.0,39.0,22.5,19.9,1.0,82.0,94.0,22.5,20.8,0.8,Medium,Medium,High,High
21032,2015,7,25,7,48.0,50.0,23.4,20.3,1.3,94.0,97.0,23.8,21.1,1.0,Medium,Medium,High,High
21033,2015,7,25,8,53.0,66.0,24.8,20.7,1.1,90.0,90.0,25.4,20.4,1.2,Medium,Medium,High,Medium
21034,2015,7,25,9,60.0,70.0,26.9,20.3,1.0,97.0,97.0,26.9,20.3,1.0,High,Medium,High,High
21035,2015,7,25,10,65.0,68.0,28.1,20.9,1.2,110.0,110.0,27.4,20.7,1.0,High,Medium,High,High
21036,2015,7,25,11,84.0,88.0,29.3,21.3,1.1,126.0,126.0,29.4,21.1,1.2,High,High,Very High,High
21037,2015,7,25,12,101.0,101.0,30.3,21.4,1.8,133.0,133.0,30.7,20.6,1.5,High,High,Very High,High
21038,2015,7,25,13,115.0,115.0,31.0,21.5,2.1,117.0,117.0,31.9,19.9,2.1,Very High,High,Very High,High
21039,2015,7,25,14,130.0,130.0,31.9,21.4,2.6,72.0,72.0,32.7,19.9,1.4,Very High,High,High,Medium
21040,2015,7,25,15,113.0,113.0,32.8,20.3,1.7,72.0,79.0,32.8,20.7,3.3,Very High,High,High,Medium
21041,2015,7,25,16,88.0,88.0,32.7,20.6,3.0,74.0,89.0,32.8,21.0,3.3,High,High,High,Medium
21042,2015,7,25,17,74.0,89.0,33.0,20.9,2.5,73.0,96.0,32.5,21.4,3.0,High,High,High,High
21043,2015,7,25,18,64.0,78.0,32.2,21.7,1.9,72.0,100.0,31.7,21.8,2.7,High,Medium,High,High
21044,2015,7,25,19,57.0,76.0,31.2,21.7,1.3,95.0,128.0,31.1,22.7,1.9,Medium,Medium,High,High
21045,2015,7,25,20,72.0,108.0,30.0,22.4,1.5,140.0,175.0,30.5,22.9,2.3,High,High,Very High,Very High
21046,2015,7,25,21,104.0,151.0,29.3,23.0,1.6,130.0,157.0,30.2,22.9,1.6,High,Very High,Very High,Very High
21047,2015,7,25,22,125.0,151.0,28.7,23.1,1.3,121.0,141.0,29.9,22.6,2.5,Very High,Very High,Very High,High
21048,2015,7,25,23,136.0,150.0,28.7,22.9,1.6,129.0,152.0,29.9,22.6,2.9,Very High,Very High,Very High,Very High
21049,2015,7,26,0,138.0,144.0,28.6,23.1,1.3,137.0,157.0,29.3,22.5,2.5,Very High,Very High,Very High,Very High
21050,2015,7,26,1,145.0,145.0,28.2,22.7,1.1,157.0,163.0,28.9,22.6,1.6,Very High,Very High,Very High,Very High
21051,2015,7,26,2,151.0,163.0,27.3,22.7,0.7,170.0,180.0,27.7,22.9,1.1,Very High,Very High,Very High,Very High
21052,2015,7,26,3,154.0,157.0,26.2,23.3,1.4,124.0,150.0,26.1,23.2,0.5,Very High,Very High,Very High,Very High
21053,2015,7,26,4,156.0,156.0,25.8,23.1,1.5,150.0,156.0,25.4,23.1,1.4,Very High,Very High,Very High,Very High
21054,2015,7,26,5,159.0,159.0,25.1,23.2,0.6,157.0,157.0,24.7,23.1,0.7,Very High,Very High,Very High,Very High
21055,2015,7,26,6,155.0,155.0,25.4,23.3,1.2,165.0,165.0,24.6,23.4,0.8,Very High,Very High,Very High,Very High
21056,2015,7,26,7,166.0,166.0,26.6,23.3,0.8,157.0,157.0,26.5,23.8,1.0,Very High,Very High,Very High,Very High
21057,2015,7,26,8,177.0,177.0,28.4,23.3,1.2,145.0,145.0,28.4,23.5,0.4,Very High,Very High,Very High,High
21058,2015,7,26,9,163.0,163.0,29.5,23.7,1.3,128.0,128.0,29.6,23.1,1.8,Very High,Very High,Very High,High
21059,2015,7,26,10,160.0,160.0,30.3,23.5,1.7,124.0,124.0,30.8,22.9,1.9,Very High,Very High,Very High,High
21060,2015,7,26,11,151.0,151.0,31.5,22.2,1.6,134.0,134.0,31.7,22.7,1.3,Very High,Very High,Very High,High
21061,2015,7,26,12,116.0,116.0,32.6,23.5,1.2,80.0,80.0,32.1,23.1,1.5,Very High,High,High,Medium
21062,2015,7,26,13,98.0,98.0,32.5,22.6,0.7,90.0,90.0,32.7,23.4,1.2,High,High,High,Medium
21063,2015,7,26,14,94.0,95.0,33.8,22.6,0.9,82.0,82.0,33.6,22.1,1.6,High,High,High,Medium
21064,2015,7,26,15,89.0,89.0,34.1,22.5,2.1,77.0,77.0,34.2,20.9,1.5,High,High,High,Medium
21065,2015,7,26,16,90.0,90.0,34.0,21.4,2.7,73.0,73.0,34.1,21.5,1.6,High,High,High,Medium
21066,2015,7,26,17,68.0,68.0,32.9,22.4,0.9,80.0,163.0,33.5,22.3,1.8,High,Medium,High,Very High
21067,2015,7,26,18,73.0,142.0,32.5,23.5,1.9,91.0,91.0,33.2,20.7,1.8,High,Very High,High,High
21068,2015,7,26,19,122.0,158.0,32.1,23.6,1.4,83.0,112.0,32.4,21.0,1.9,Very High,Very High,High,High
21069,2015,7,26,20,110.0,151.0,31.4,23.0,1.3,77.0,100.0,31.9,20.5,1.7,Very High,Very High,High,High
21070,2015,7,26,21,110.0,149.0,30.6,23.5,1.0,73.0,101.0,29.0,22.2,0.1,Very High,Very High,High,High
21071,2015,7,26,22,101.0,101.0,29.1,22.8,1.5,82.0,100.0,28.2,23.1,0.8,High,High,High,High
21072,2015,7,26,23,70.0,72.0,29.0,20.4,1.2,79.0,108.0,27.9,23.1,1.2,High,Medium,High,High
21073,2015,7,27,0,65.0,117.0,27.8,21.6,1.9,94.0,109.0,27.7,22.6,1.4,High,High,High,High
21074,2015,7,27,1,80.0,88.0,27.4,21.2,1.1,84.0,130.0,27.4,21.4,1.2,High,High,High,High
21075,2015,7,27,2,72.0,72.0,26.9,21.9,1.1,91.0,151.0,26.8,21.8,1.4,High,Medium,High,Very High
21076,2015,7,27,3,64.0,69.0,26.4,21.6,1.1,97.0,136.0,26.8,20.2,1.6,High,Medium,High,High
21077,2015,7,27,4,89.0,109.0,26.4,22.0,1.0,77.0,77.0,25.7,20.3,1.3,High,High,High,Medium
21078,2015,7,27,5,145.0,145.0,25.1,21.2,1.4,64.0,64.0,24.6,20.9,1.4,Very High,Very High,High,Medium
21079,2015,7,27,6,57.0,57.0,24.7,21.6,0.3,62.0,62.0,24.3,21.2,0.8,Medium,Medium,High,Medium
21080,2015,7,27,7,56.0,60.0,25.3,21.8,1.1,47.0,49.0,25.2,21.7,1.5,Medium,Medium,Medium,Medium
21081,2015,7,27,8,38.0,38.0,26.9,21.2,0.8,47.0,52.0,26.2,21.2,1.7,Medium,Medium,Medium,Medium
21082,2015,7,27,9,48.0,61.0,28.5,21.0,0.9,81.0,104.0,27.9,21.9,1.0,Medium,Medium,High,High
21083,2015,7,27,10,85.0,108.0,29.3,21.3,1.2,83.0,109.0,29.4,21.9,1.1,High,High,High,High
21084,2015,7,27,11,76.0,76.0,30.3,21.9,1.4,94.0,128.0,30.3,21.9,1.5,High,Medium,High,High
21085,2015,7,27,12,69.0,87.0,31.0,22.0,1.5,87.0,105.0,30.8,22.4,2.2,High,High,High,High
21086,2015,7,27,13,76.0,89.0,31.8,22.8,2.1,83.0,103.0,31.7,22.7,2.2,High,High,High,High
21087,2015,7,27,14,91.0,113.0,32.4,23.9,2.5,95.0,121.0,32.5,24.3,2.5,High,High,High,High
21088,2015,7,27,15,106.0,127.0,32.7,24.2,2.7,98.0,115.0,33.0,24.5,2.4,High,High,High,High
21089,2015,7,27,16,109.0,125.0,32.2,25.3,2.7,94.0,107.0,33.0,23.3,3.0,High,High,High,High
21090,2015,7,27,17,101.0,101.0,33.5,23.2,2.5,89.0,108.0,33.3,23.0,3.0,High,High,High,High
21091,2015,7,27,18,84.0,84.0,32.5,23.5,2.1,106.0,150.0,32.7,24.5,2.2,High,High,High,Very High
21092,2015,7,27,19,97.0,139.0,31.9,24.5,1.9,121.0,169.0,32.3,25.1,2.6,High,Very High,Very High,Very High
21093,2015,7,27,20,119.0,153.0,31.3,25.4,3.0,120.0,139.0,31.9,25.7,2.5,Very High,Very High,Very High,High
21094,2015,7,27,21,79.0,79.0,23.1,22.3,1.7,39.0,39.0,22.9,22.2,2.9,High,Medium,Medium,Low
21095,2015,7,27,22,19.0,19.0,23.7,22.9,2.0,40.0,40.0,23.9,22.7,1.2,Low,Low,Medium,Low
21096,2015,7,27,23,20.0,20.0,23.6,22.8,1.8,35.0,35.0,24.2,22.5,1.7,Low,Low,Medium,Low
21097,2015,7,28,0,23.0,23.0,23.2,22.2,1.3,33.0,33.0,23.7,22.9,1.1,Medium,Low,Medium,Low
21098,2015,7,28,1,16.0,16.0,23.1,22.1,1.3,28.0,28.0,23.8,23.1,1.1,Low,Low,Medium,Low
21099,2015,7,28,2,28.0,28.0,23.1,22.3,0.9,47.0,47.0,23.7,23.2,1.2,Medium,Low,Medium,Medium
21100,2015,7,28,3,34.0,34.0,23.2,22.5,1.5,55.0,55.0,23.4,23.1,1.5,Medium,Medium,Medium,Medium
21101,2015,7,28,4,79.49160200286961,98.7370263066404,23.2,22.5,0.7,63.0,63.0,23.3,22.8,0.9,High,High,High,Medium
21102,2015,7,28,5,31.0,31.0,23.3,22.5,1.1,78.0,78.0,23.4,23.1,1.1,Medium,Low,High,Medium
21103,2015,7,28,6,36.0,36.0,23.6,22.8,1.0,62.0,62.0,23.4,22.6,0.5,Medium,Medium,High,Medium
21104,2015,7,28,7,41.0,41.0,23.7,22.7,0.9,59.0,59.0,23.8,22.9,0.3,Medium,Medium,Medium,Medium
21105,2015,7,28,8,42.0,42.0,24.0,23.0,0.5,52.0,52.0,24.2,23.2,0.5,Medium,Medium,Medium,Medium
21106,2015,7,28,9,42.0,42.0,24.3,22.9,2.0,47.0,47.0,25.0,23.8,1.5,Medium,Medium,Medium,Medium
21107,2015,7,28,10,35.0,35.0,25.7,22.8,1.3,59.0,59.0,24.6,23.0,1.3,Medium,Medium,Medium,Medium
21108,2015,7,28,11,35.0,35.0,27.2,22.8,1.2,57.0,57.0,25.6,22.9,0.7,Medium,Medium,Medium,Medium
21109,2015,7,28,12,38.0,38.0,28.2,22.4,1.0,56.0,56.0,28.2,22.4,0.8,Medium,Medium,Medium,Medium
21110,2015,7,28,13,39.0,39.0,28.3,22.8,1.1,48.0,48.0,28.7,22.0,0.9,Medium,Medium,Medium,Medium
21111,2015,7,28,14,48.0,48.0,28.1,22.8,1.3,38.0,38.0,29.2,21.7,1.7,Medium,Medium,Medium,Low
21112,2015,7,28,15,41.0,41.0,30.0,22.7,1.5,48.0,48.0,30.4,21.8,1.3,Medium,Medium,Medium,Medium
21113,2015,7,28,16,34.0,34.0,31.2,20.8,1.2,57.0,57.0,30.6,21.9,1.5,Medium,Medium,Medium,Medium
21114,2015,7,28,17,29.0,29.0,31.2,20.8,1.1,59.0,59.0,30.9,22.0,1.1,Medium,Low,Medium,Medium
21115,2015,7,28,18,31.0,31.0,30.5,21.0,1.0,66.0,74.0,30.6,22.8,1.7,Medium,Low,High,Medium
21116,2015,7,28,19,42.0,71.0,29.2,21.9,1.3,79.0,84.0,29.7,22.2,1.6,Medium,Medium,High,Medium
21117,2015,7,28,20,47.0,64.0,28.5,22.5,1.7,69.0,69.0,28.9,22.9,1.3,Medium,Medium,High,Medium
21118,2015,7,28,21,51.0,54.0,27.5,22.4,1.0,70.0,90.0,27.2,23.2,0.7,Medium,Medium,High,Medium
21119,2015,7,28,22,56.0,70.0,26.2,23.1,0.5,87.0,98.0,26.3,24.0,0.7,Medium,Medium,High,High
21120,2015,7,28,23,64.0,70.0,26.3,23.2,1.3,98.0,104.0,25.9,23.9,0.8,High,Medium,High,High
21121,2015,7,29,0,65.0,65.0,26.2,22.7,1.6,88.0,89.0,26.7,23.8,1.2,High,Medium,High,Medium
21122,2015,7,29,1,55.0,55.0,26.0,22.7,2.7,86.0,86.0,26.0,23.7,0.6,Medium,Medium,High,Medium
21123,2015,7,29,2,69.0,71.0,26.4,22.5,2.4,85.0,86.0,26.8,23.9,1.9,High,Medium,High,Medium
21124,2015,7,29,3,69.0,69.0,25.4,22.9,1.1,100.0,100.0,26.9,23.4,0.9,High,Medium,High,High
21125,2015,7,29,4,72.0,72.0,25.7,22.8,2.3,90.0,90.0,26.4,23.9,3.1,High,Medium,High,Medium
21126,2015,7,29,5,86.0,86.0,25.1,23.0,0.9,28.0,28.0,25.4,23.1,0.9,High,High,Medium,Low
21127,2015,7,29,6,71.0,71.0,24.9,23.0,1.4,49.0,49.0,25.2,23.3,1.1,High,Medium,Medium,Medium
21128,2015,7,29,7,65.0,65.0,26.0,23.1,2.1,62.0,75.0,26.0,23.3,2.1,High,Medium,High,Medium
21129,2015,7,29,8,70.0,70.0,27.4,23.0,1.7,55.0,65.0,27.2,23.7,1.8,High,Medium,Medium,Medium
21130,2015,7,29,9,61.0,72.0,29.0,23.4,1.2,81.0,119.0,28.5,23.9,1.0,High,Medium,High,High
21131,2015,7,29,10,87.0,101.0,29.4,23.6,1.3,114.0,114.0,29.0,23.7,1.5,High,High,Very High,High
21132,2015,7,29,11,108.0,108.0,30.3,24.0,1.3,101.0,101.0,30.0,24.2,1.5,High,High,High,High
21133,2015,7,29,12,96.0,96.0,31.1,23.7,1.4,98.0,98.0,30.9,23.8,1.5,High,High,High,High
21134,2015,7,29,13,110.0,110.0,32.1,23.9,1.0,91.0,91.0,31.9,24.0,2.0,Very High,High,High,High
21135,2015,7,29,14,118.0,118.0,32.3,23.0,1.7,101.0,112.0,31.7,23.8,1.4,Very High,High,High,High
21136,2015,7,29,15,130.0,130.0,31.8,23.9,1.3,134.0,134.0,31.4,23.5,1.0,Very High,High,Very High,High
21137,2015,7,29,16,127.0,127.0,31.4,24.0,1.1,133.0,133.0,31.6,23.7,1.1,Very High,High,Very High,High
21138,2015,7,29,17,141.0,142.0,31.0,24.4,1.4,130.0,130.0,31.4,24.3,1.3,Very High,Very High,Very High,High
21139,2015,7,29,18,140.0,140.0,31.1,24.0,0.7,141.0,141.0,31.5,23.9,2.1,Very High,Very High,Very High,High
21140,2015,7,29,19,139.0,139.0,30.2,24.4,1.6,130.0,130.0,30.9,24.8,0.6,Very High,Very High,Very High,High
21141,2015,7,29,20,139.0,141.0,29.5,25.0,0.9,134.0,136.0,30.6,24.5,1.2,Very High,Very High,Very High,High
21142,2015,7,29,21,145.0,145.0,28.9,25.3,1.3,115.0,115.0,28.9,25.3,0.8,Very High,Very High,Very High,High
21143,2015,7,29,22,175.0,175.0,28.6,25.2,0.6,99.0,99.0,29.5,25.3,0.4,Very High,Very High,High,High
21144,2015,7,29,23,157.0,157.0,27.6,22.1,2.3,91.0,105.0,28.2,20.7,2.0,Very High,Very High,High,High
21145,2015,7,30,0,51.0,51.0,26.1,22.0,4.9,44.0,44.0,24.8,22.1,2.7,Medium,Medium,Medium,Medium
21146,2015,7,30,1,18.0,18.0,24.2,21.9,0.9,21.0,21.0,24.2,22.8,1.4,Low,Low,Low,Low
21147,2015,7,30,2,22.0,22.0,24.6,21.9,1.6,18.0,18.0,24.2,21.9,1.5,Medium,Low,Low,Low
21148,2015,7,30,3,25.0,28.0,24.5,22.2,1.9,26.0,26.0,23.7,21.8,2.2,Medium,Low,Medium,Low
21149,2015,7,30,4,29.0,29.0,24.6,21.7,1.7,24.0,24.0,23.8,22.2,3.2,Medium,Low,Low,Low
21150,2015,7,30,5,32.0,32.0,24.2,21.1,1.8,34.0,42.0,23.6,21.9,1.0,Medium,Low,Medium,Medium
21151,2015,7,30,6,32.0,32.0,23.9,21.2,0.5,47.0,47.0,23.4,21.8,0.4,Medium,Low,Medium,Medium
21152,2015,7,30,7,38.0,40.0,25.0,21.5,1.0,46.0,46.0,24.3,22.4,1.2,Medium,Medium,Medium,Medium
21153,2015,7,30,8,46.0,46.0,25.9,21.3,1.9,41.0,41.0,25.0,22.1,2.4,Medium,Medium,Medium,Low
21154,2015,7,30,9,46.0,46.0,26.9,21.6,2.2,44.0,51.0,25.3,21.8,3.2,Medium,Medium,Medium,Medium
21155,2015,7,30,10,49.0,49.0,27.5,21.5,1.4,63.0,68.0,26.3,21.5,2.0,Medium,Medium,High,Medium
21156,2015,7,30,11,39.0,39.0,27.2,21.2,2.0,89.0,89.0,26.5,21.7,1.7,Medium,Medium,High,Medium
21157,2015,7,30,12,38.0,38.0,27.2,21.0,1.8,104.0,104.0,25.5,22.8,1.0,Medium,Medium,High,High
21158,2015,7,30,13,38.0,38.0,27.4,21.7,1.9,94.0,94.0,26.3,23.0,2.4,Medium,Medium,High,High
21159,2015,7,30,14,66.0,66.0,27.4,21.9,0.6,108.0,108.0,27.1,23.6,1.9,High,Medium,High,High
21160,2015,7,30,15,62.0,62.0,27.4,21.9,0.9,101.0,101.0,26.5,23.0,1.2,High,Medium,High,High
21161,2015,7,30,16,72.0,72.0,24.3,22.9,1.6,95.0,95.0,24.8,23.8,1.7,High,Medium,High,High
21162,2015,7,30,17,52.0,52.0,22.0,20.1,2.8,97.0,97.0,23.1,22.3,3.6,Medium,Medium,High,High
21163,2015,7,30,18,14.0,14.0,22.0,20.6,1.4,80.0,80.0,21.9,20.7,3.2,Low,Low,High,Medium
21164,2015,7,30,19,12.0,12.0,22.0,20.8,1.5,29.0,29.0,22.0,20.3,1.5,Low,Low,Medium,Low
21165,2015,7,30,20,17.0,17.0,22.2,20.8,1.0,22.0,22.0,22.3,20.6,1.1,Low,Low,Low,Low
21166,2015,7,30,21,13.0,18.0,22.6,20.9,1.8,19.0,19.0,22.3,20.4,1.2,Low,Low,Low,Low
21167,2015,7,30,22,13.0,13.0,22.6,20.5,1.4,23.0,23.0,23.0,20.0,1.5,Low,Low,Low,Low
21168,2015,7,30,23,10.0,10.0,22.6,20.7,1.3,26.0,26.0,22.6,20.5,0.6,Low,Low,Medium,Low
21169,2015,7,31,0,11.0,11.0,22.6,20.7,1.4,26.0,26.0,23.0,20.0,1.5,Low,Low,Medium,Low
21170,2015,7,31,1,8.0,10.0,23.0,20.5,0.8,34.0,34.0,22.8,20.7,1.0,Low,Low,Medium,Low
21171,2015,7,31,2,11.0,18.0,22.8,20.7,0.4,23.0,23.0,22.8,20.9,0.8,Low,Low,Low,Low
21172,2015,7,31,3,11.0,16.0,21.1,20.1,2.1,6.0,12.0,21.7,20.7,1.1,Low,Low,Low,Low
21173,2015,7,31,4,13.0,13.0,20.9,20.1,0.8,21.0,21.0,21.6,20.8,1.5,Low,Low,Low,Low
21174,2015,7,31,5,13.0,13.0,21.0,20.3,1.2,20.0,20.0,21.7,20.7,0.9,Low,Low,Low,Low
21175,2015,7,31,6,13.0,13.0,21.2,20.4,1.1,28.0,28.0,21.8,20.4,1.7,Low,Low,Medium,Low
21176,2015,7,31,7,13.0,13.0,21.6,20.6,1.6,22.0,22.0,22.1,20.4,1.1,Low,Low,Low,Low
21177,2015,7,31,8,15.0,15.0,22.1,20.9,1.5,21.0,21.0,22.4,20.7,1.7,Low,Low,Low,Low
21178,2015,7,31,9,17.0,23.0,23.0,21.1,1.4,39.0,39.0,23.7,20.8,1.6,Low,Low,Medium,Low
21179,2015,7,31,10,18.0,18.0,24.5,21.0,1.7,40.0,40.0,25.5,21.0,2.3,Low,Low,Medium,Low
21180,2015,7,31,11,79.49160200286961,25.0,26.3,20.4,1.5,35.0,35.0,27.5,20.3,1.1,High,Low,Medium,Low
21181,2015,7,31,12,7.0,7.0,28.3,20.1,1.2,26.0,26.0,27.8,19.8,2.1,Low,Low,Medium,Low
21182,2015,7,31,13,14.0,14.0,28.7,20.4,1.0,82.93337203901532,6.0,28.2,20.2,1.9,Low,Low,High,Low
21183,2015,7,31,14,16.0,16.0,29.8,19.8,1.9,20.0,20.0,29.1,20.0,1.8,Low,Low,Low,Low
21184,2015,7,31,15,17.0,18.0,30.1,20.6,1.9,22.0,22.0,29.4,19.7,2.4,Low,Low,Low,Low
21185,2015,7,31,16,19.0,29.0,29.6,20.7,2.3,31.0,31.0,29.3,19.9,1.7,Low,Low,Medium,Low
21186,2015,7,31,17,26.0,38.0,29.2,21.2,2.0,29.0,42.0,29.2,20.1,1.8,Medium,Medium,Medium,Medium
21187,2015,7,31,18,31.0,47.0,28.8,21.3,1.4,34.0,53.0,28.5,20.8,1.4,Medium,Medium,Medium,Medium
21188,2015,7,31,19,41.0,57.0,28.1,21.4,1.1,30.0,58.0,28.1,20.6,1.1,Medium,Medium,Medium,Medium
21189,2015,7,31,20,48.0,76.0,27.6,21.6,1.1,44.0,55.0,27.5,21.3,1.9,Medium,Medium,Medium,Medium
21190,2015,7,31,21,57.0,73.0,26.8,21.1,1.4,47.0,50.0,26.8,20.9,1.5,Medium,Medium,Medium,Medium
21191,2015,7,31,22,51.0,74.0,25.9,22.6,0.2,43.0,52.0,26.9,21.0,0.9,Medium,Medium,Medium,Medium
21192,2015,7,31,23,52.0,62.0,25.3,22.6,0.7,43.0,50.0,25.6,22.7,0.2,Medium,Medium,Medium,Medium
21193,2015,8,1,0,54.0,77.0,25.2,22.3,1.0,46.0,52.0,25.2,22.3,0.3,Medium,Medium,Medium,Medium
21194,2015,8,1,1,66.0,89.0,25.2,22.1,1.2,48.0,53.0,24.4,22.3,0.7,High,High,Medium,Medium
21195,2015,8,1,2,84.0,92.0,24.8,22.5,0.6,57.0,57.0,24.0,22.4,0.9,High,High,Medium,Medium
21196,2015,8,1,3,69.0,69.0,24.0,22.1,0.2,58.0,62.0,23.7,22.5,1.0,High,Medium,Medium,Medium
21197,2015,8,1,4,82.0,83.0,24.0,22.6,0.4,58.0,93.0,24.1,22.5,0.7,High,High,Medium,High
21198,2015,8,1,5,94.0,98.0,24.4,22.7,0.9,48.0,75.0,24.1,22.5,0.4,High,High,Medium,Medium
21199,2015,8,1,6,99.0,101.0,24.3,22.7,1.1,51.0,81.0,24.0,22.4,0.9,High,High,Medium,Medium
21200,2015,8,1,7,101.0,101.0,24.9,23.0,1.1,55.0,87.0,24.9,22.8,1.5,High,High,Medium,Medium
21201,2015,8,1,8,107.0,107.0,25.4,22.7,1.5,50.0,88.0,25.6,22.7,1.3,High,High,Medium,Medium
21202,2015,8,1,9,100.0,100.0,25.8,22.7,1.6,76.0,106.0,26.3,22.6,1.3,High,High,High,High
21203,2015,8,1,10,89.0,89.0,26.3,22.8,1.8,80.0,100.0,26.6,22.2,1.6,High,High,High,High
21204,2015,8,1,11,87.0,87.0,26.6,22.7,1.3,87.0,87.0,26.9,21.6,1.3,High,High,High,Medium
21205,2015,8,1,12,84.0,84.0,26.5,22.3,1.1,82.0,98.0,26.7,21.7,1.6,High,High,High,High
21206,2015,8,1,13,79.0,79.0,25.7,22.8,1.0,83.0,84.0,27.0,21.5,1.6,High,Medium,High,Medium
21207,2015,8,1,14,83.0,83.0,25.1,23.0,0.9,107.0,107.0,27.0,21.3,1.4,High,High,High,High
21208,2015,8,1,15,82.0,82.0,25.4,22.7,0.7,75.0,75.0,26.9,21.9,1.9,High,High,High,Medium
21209,2015,8,1,16,83.0,83.0,25.9,22.6,0.7,46.0,46.0,26.3,20.6,1.6,High,High,Medium,Medium
21210,2015,8,1,17,78.0,78.0,25.1,22.8,1.6,59.0,59.0,26.2,21.2,1.3,High,Medium,Medium,Medium
21211,2015,8,1,18,80.0,80.0,24.8,23.0,1.4,50.0,61.0,25.9,21.1,1.2,High,High,Medium,Medium
21212,2015,8,1,19,86.0,86.0,24.5,22.6,1.4,51.0,83.0,25.9,22.6,1.3,High,High,Medium,Medium
21213,2015,8,1,20,82.0,82.0,24.1,22.2,1.1,61.0,90.0,24.7,23.1,1.4,High,High,Medium,Medium
21214,2015,8,1,21,85.0,85.0,24.0,22.3,1.0,78.0,83.0,24.1,23.1,0.7,High,High,High,Medium
21215,2015,8,1,22,98.0,98.0,23.6,22.6,1.5,83.0,94.0,24.0,23.1,1.7,High,High,High,High
21216,2015,8,1,23,74.0,143.0,22.5,21.7,1.5,78.0,78.0,23.5,23.0,2.8,High,Very High,High,Medium
21217,2015,8,2,0,20.0,20.0,22.6,21.8,1.9,80.0,80.0,23.8,22.6,1.9,Low,Low,High,Medium
21218,2015,8,2,1,16.0,16.0,22.7,22.0,1.2,72.0,72.0,23.8,22.8,1.2,Low,Low,High,Medium
21219,2015,8,2,2,20.0,20.0,22.8,22.1,1.1,81.0,81.0,23.8,23.1,0.8,Low,Low,High,Medium
21220,2015,8,2,3,25.0,25.0,22.7,22.0,1.4,79.0,79.0,23.4,22.9,1.3,Medium,Low,High,Medium
21221,2015,8,2,4,27.0,27.0,22.6,21.9,1.0,70.0,70.0,23.0,22.7,1.3,Medium,Low,High,Medium
21222,2015,8,2,5,26.0,26.0,22.8,22.1,1.0,70.0,70.0,23.0,22.7,0.5,Medium,Low,High,Medium
21223,2015,8,2,6,20.0,20.0,22.7,22.0,0.6,75.0,75.0,23.0,22.7,1.3,Low,Low,High,Medium
21224,2015,8,2,7,21.0,21.0,22.7,22.0,0.7,61.0,61.0,23.0,22.7,1.1,Medium,Low,Medium,Medium
21225,2015,8,2,8,21.0,21.0,23.2,22.5,0.5,44.0,44.0,23.3,23.0,0.9,Medium,Low,Medium,Medium
21226,2015,8,2,9,33.0,33.0,23.9,22.7,0.5,41.0,41.0,23.4,23.1,1.0,Medium,Medium,Medium,Low
21227,2015,8,2,10,50.0,50.0,24.8,22.3,0.8,47.0,47.0,23.9,23.4,1.2,Medium,Medium,Medium,Medium
21228,2015,8,2,11,71.0,71.0,25.4,22.7,1.8,51.0,51.0,24.7,23.5,1.8,High,Medium,Medium,Medium
21229,2015,8,2,12,97.0,97.0,27.0,22.8,0.6,64.0,64.0,26.5,23.6,1.1,High,High,High,Medium
21230,2015,8,2,13,97.0,97.0,28.0,22.9,1.1,76.0,76.0,28.2,24.2,1.1,High,High,High,Medium
21231,2015,8,2,14,72.0,72.0,29.4,23.1,1.2,81.0,81.0,29.2,23.4,1.1,High,Medium,High,Medium
21232,2015,8,2,15,70.0,71.0,29.9,23.8,1.8,85.0,85.0,30.2,22.9,1.7,High,Medium,High,Medium
21233,2015,8,2,16,70.0,70.0,30.6,23.3,1.4,93.0,93.0,31.3,23.4,1.8,High,Medium,High,High
21234,2015,8,2,17,68.0,70.0,30.8,24.0,1.5,86.0,89.0,30.6,24.0,1.4,High,Medium,High,Medium
21235,2015,8,2,18,93.0,96.0,29.6,24.2,2.5,122.0,122.0,29.9,24.3,1.7,High,High,Very High,High
21236,2015,8,2,19,94.0,94.0,28.6,24.6,1.8,116.0,116.0,28.9,24.2,1.2,High,High,Very High,High
21237,2015,8,2,20,100.0,100.0,27.5,24.7,2.2,115.0,115.0,28.1,24.5,1.3,High,High,Very High,High
